match_id,match_number,date,team,opponent,is_home,goals_for,goals_against,result,points,xg,pass_completion_pct,completed_line_breaks,defensive_line_breaks,final_third_receptions,crosses,ball_progressions,forced_turnovers,second_balls,distance_km,zone4_sprint_km,attempts,attempts_on_target,total_passes,completed_passes,defensive_pressures,direct_pressures,possession_pct,possession_contest_pct,xg_against,attempts_against,attempts_on_target_against,source_url,pdf_file
2026_M001,1,2026-06-11 00:00:00,Mexico,South Africa,True,2,0,W,3,1.78,90,105,10,117,13,23,31,56,107.3,5.3,16,4,547,495,170,26,57.1,6.8,0.1,3,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M01 MEX V RSA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M001_PMSR-M01_MEX_V_RSA.pdf
2026_M001,1,2026-06-11 00:00:00,South Africa,Mexico,False,0,2,L,0,0.1,83,57,3,36,8,8,32,45,97.1,5.1,3,2,351,290,306,45,36.1,6.8,1.78,16,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M01 MEX V RSA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M001_PMSR-M01_MEX_V_RSA.pdf
2026_M002,2,2026-06-11 00:00:00,Czechia,Korea Republic,False,1,2,L,0,0.64,74,54,5,77,15,10,40,78,117.6,6.0,7,4,327,241,301,54,34.2,10.1,1.77,15,6,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M02 KOR V CZE .pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M002_PMSR-M02_KOR_V_CZE_.pdf
2026_M002,2,2026-06-11 00:00:00,Korea Republic,Czechia,True,2,1,W,3,1.77,89,92,10,125,17,27,30,49,111.8,5.4,15,6,542,483,147,22,55.8,10.1,0.64,7,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M02 KOR V CZE .pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M002_PMSR-M02_KOR_V_CZE_.pdf
2026_M003,3,2026-06-12 00:00:00,Bosnia and Herzegovina,Canada,False,1,1,D,1,0.76,67,61,4,51,8,22,51,79,109.5,5.2,8,3,279,186,203,35,29.9,17.3,1.49,13,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M03-CAN-V-BIH-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M003_PMSR-M03-CAN-V-BIH-V2.pdf
2026_M003,3,2026-06-12 00:00:00,Canada,Bosnia and Herzegovina,True,1,1,D,1,1.49,77,84,16,143,30,30,50,94,111.3,5.8,13,4,412,316,160,38,52.8,17.3,0.76,8,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M03-CAN-V-BIH-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M003_PMSR-M03-CAN-V-BIH-V2.pdf
2026_M004,4,2026-06-12 00:00:00,Paraguay,USA,False,1,4,L,0,0.6,74,53,3,31,5,17,49,55,114.3,6.1,9,1,316,234,360,75,28.7,11.8,1.88,16,6,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M04-USA-V-PAR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M004_PMSR-M04-USA-V-PAR.pdf
2026_M004,4,2026-06-12 00:00:00,USA,Paraguay,True,4,1,W,3,1.88,86,129,25,201,23,52,50,101,119.9,6.2,16,6,602,520,204,39,59.5,11.8,0.6,9,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M04-USA-V-PAR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M004_PMSR-M04-USA-V-PAR.pdf
2026_M005,5,2026-06-13 00:00:00,Haiti,Scotland,True,0,1,L,0,0.7,88,84,4,116,26,24,29,53,113.7,5.9,15,2,431,378,185,35,51.6,7.9,0.91,9,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M05-HAI-V-SCO.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M005_PMSR-M05-HAI-V-SCO.pdf
2026_M005,5,2026-06-13 00:00:00,Scotland,Haiti,False,1,0,W,3,0.91,82,86,6,77,16,21,35,52,117.6,5.9,9,2,397,324,230,39,40.5,7.9,0.7,15,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M05-HAI-V-SCO.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M005_PMSR-M05-HAI-V-SCO.pdf
2026_M006,6,2026-06-13 00:00:00,Australia,Türkiye,True,2,0,W,3,0.99,76,56,10,68,14,22,35,62,116.6,5.6,9,4,293,224,384,57,27.0,10.1,1.66,30,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M06-AUS-V-TUR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M006_PMSR-M06-AUS-V-TUR.pdf
2026_M006,6,2026-06-13 00:00:00,Türkiye,Australia,False,0,2,L,0,1.66,92,132,15,348,28,38,30,87,112.5,5.1,30,7,722,663,170,31,62.9,10.1,0.99,9,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M06-AUS-V-TUR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M006_PMSR-M06-AUS-V-TUR.pdf
2026_M007,7,2026-06-13 00:00:00,Brazil,Morocco,True,1,1,D,1,0.99,89,89,11,100,19,30,41,56,113.7,6.8,12,5,514,457,315,54,46.7,8.1,1.33,14,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M07-BRA-V-MAR POST-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M007_PMSR-M07-BRA-V-MAR_POST-V2.pdf
2026_M007,7,2026-06-13 00:00:00,Morocco,Brazil,False,1,1,D,1,1.33,86,81,5,149,14,49,50,79,114.9,6.5,14,3,503,431,285,41,45.2,8.1,0.99,12,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M07-BRA-V-MAR POST-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M007_PMSR-M07-BRA-V-MAR_POST-V2.pdf
2026_M008,8,2026-06-13 00:00:00,Qatar,Switzerland,True,1,1,D,1,0.52,74,58,2,41,8,13,36,53,109.2,4.8,6,3,289,213,294,42,28.8,12.5,3.14,26,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M08-QAT-V-SUI.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M008_PMSR-M08-QAT-V-SUI.pdf
2026_M008,8,2026-06-13 00:00:00,Switzerland,Qatar,False,1,1,D,1,3.14,92,122,17,245,34,31,42,70,109.4,5.6,26,7,591,542,165,33,58.7,12.5,0.52,6,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M08-QAT-V-SUI.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M008_PMSR-M08-QAT-V-SUI.pdf
2026_M009,9,2026-06-14 00:00:00,Côte d'Ivoire,Ecuador,True,1,0,W,3,1.88,88,113,11,120,15,39,44,63,109.6,5.8,15,4,471,413,288,31,41.9,8.2,1.36,12,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M09-CIV-V-ECU.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M009_PMSR-M09-CIV-V-ECU.pdf
2026_M009,9,2026-06-14 00:00:00,Ecuador,Côte d'Ivoire,False,0,1,L,0,1.36,85,106,8,97,14,16,49,60,108.4,5.7,12,1,513,438,280,61,49.9,8.2,1.88,15,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M09-CIV-V-ECU.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M009_PMSR-M09-CIV-V-ECU.pdf
2026_M010,10,2026-06-14 00:00:00,Curaçao,Germany,False,1,7,L,0,0.4,80,72,6,61,5,34,43,58,103.5,5.0,8,2,362,291,339,48,35.3,6.9,4.17,26,12,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M10-GER-V-CUW-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M010_PMSR-M10-GER-V-CUW-V2.pdf
2026_M010,10,2026-06-14 00:00:00,Germany,Curaçao,True,7,1,W,3,4.17,89,125,18,252,20,32,46,82,116.2,6.3,26,12,641,569,227,55,57.8,6.9,0.4,8,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M10-GER-V-CUW-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M010_PMSR-M10-GER-V-CUW-V2.pdf
2026_M011,11,2026-06-14 00:00:00,Japan,Netherlands,False,2,2,D,1,0.34,85,72,13,120,24,21,28,50,109.4,5.1,9,2,356,302,316,46,37.4,7.7,0.63,10,6,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M11-NED-V-JPN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M011_PMSR-M11-NED-V-JPN.pdf
2026_M011,11,2026-06-14 00:00:00,Netherlands,Japan,True,2,2,D,1,0.63,89,88,13,156,23,23,33,49,102.9,4.6,10,6,529,473,194,30,54.9,7.7,0.34,9,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M11-NED-V-JPN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M011_PMSR-M11-NED-V-JPN.pdf
2026_M012,12,2026-06-14 00:00:00,Sweden,Tunisia,True,5,1,W,3,2.09,81,71,13,103,12,26,42,69,111.3,5.1,13,7,356,290,172,44,47.4,9.9,0.34,6,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M12-SWE-V-TUN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M012_PMSR-M12-SWE-V-TUN.pdf
2026_M012,12,2026-06-14 00:00:00,Tunisia,Sweden,False,1,5,L,0,0.34,81,76,5,84,13,19,41,67,109.7,5.9,6,2,370,299,223,45,42.7,9.9,2.09,13,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M12-SWE-V-TUN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M012_PMSR-M12-SWE-V-TUN.pdf
2026_M013,13,2026-06-15 00:00:00,Saudi Arabia,Uruguay,True,1,1,D,1,1.06,73,54,3,60,6,13,44,58,109.5,4.7,7,3,331,243,318,40,27.1,9.6,1.5,27,10,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M13-KSA-V-URU.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M013_PMSR-M13-KSA-V-URU.pdf
2026_M013,13,2026-06-15 00:00:00,Uruguay,Saudi Arabia,False,1,1,D,1,1.5,91,128,16,222,42,32,39,67,110.9,5.2,27,10,623,566,157,23,63.3,9.6,1.06,7,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M13-KSA-V-URU.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M013_PMSR-M13-KSA-V-URU.pdf
